Felix Blume,Death In Haiti: Funeral Brass Bands & Sounds From Port Au Prince,none,Other
Pharmakon,Abandon,NONE,Other
Sufjan Stevens,Silver & Gold,NONE,Other
Pink Guy,Pink Season,MYSCOREWHENTHEPU$$YISTOOGOOD,Other
Jon Benjamin,well, I should have....*,BUTTSECKS,Other
PLANNINGTOROCK,All Love's Legal,???,Other
PLANNINGTOROCK,All Love's Legal,???,Other
Death Grips,Year of the Snitch,9,Other
Father John Misty,Pure Comedy,9,Other
Kamasi Washington,The Epic,9,Other
Mount Eerie,A Crow Looked At Me,9,Other
Neil Cicierega,Mouth Moods,9,Other
Sun Kil Moon,Common As Light And Love Are Red Valleys Of Blood,9,Other
Sun Kil Moon,Benji,9,Other
Tim Hecker,Virgins,9,Other
Anna von Hausswolff,Dead Magic,8,Other
Bill Callahan,Dream River,8,Other
Buke and Gase,General Dome,8,Other
Carla Bozulich,Boy,8,Other
Colin Stetson and Sarah Neufeld,Never Were the Way She Was,8,Other
Conor Oberst,Ruminations,8,Other
Daym\xc3\xa9 Arocena,Cubafon\xc3\xada,8,Other
Dean Blunt,Black Metal,8,Other
Destroyer,Poison Season,8,Other
Father John Misty,I Love You, Honeybear,8,Other
Feist,Pleasure,8,Other
Flying Lotus,You're Dead,8,Other
Joanna Newsom,Divers,8,Other
Marissa Nadler,Strangers,8,Other
Natalia Lafourcade,Musas Vol. 2,8,Other
Nick Cave & The Bad Seeds,Skeleton Tree,8,Other
Prurient,Frozen Niagara Falls,8,Other
Regina Spektor,Remember Us To Life,8,Other
Richard Dawson,Peasant,8,Other
Rosal\xc3\xada,Los \xc3\x81ngeles,8,Other
Sturgill Simpson,A Sailor's Guide To Earth,8,Other
The Bad Plus,Made Possible,8,Other
The Haxan Cloak,Excavation,8,Other
The Mountain Goats,Goths,8,Other
The Mountain Goats,Beat The Champ,8,Other
Timber Timbre,Hot Dreams,8,Other
Various Artists,Southern Family,8,Other
Various Artists,Pomegranates,8,Other
White Suns,Totem,8,Other
Wolves In the Throne Room,Celestite,8,Other
Xiu Xiu,Nina,8,Other
Zs,Xe,8,Other
Soap&Skin,Sugarbread 7,7,Other
Angel Olsen,Half Way Home,7,Other
BADBADNOTGOOD,IV,7,Other
BADBADNOTGOOD,III,7,Other
Benjamin Clementine,At Least For Now,7,Other
Black Mountain,IV,7,Other
Childish Gambino,Awaken, My Love!,7,Other
Christian Scott aTunde Adjuah,Stretch Music,7,Other
Colin Stetson,All This I Do For Glory,7,Other
Colin Stetson,New History Warfare Vol. 3: To See More Light,7,Other
Deakin,Sleep Cycle,7,Other
Father John Misty,God's Favorite Customer,7,Other
First Aid Kit,Ruins,7,Other
Grouper,The Man Who Died In His Boat,7,Other
Igorrr,Savage Sinusoid,7,Other
Jenny Hval,Innocence Is Kinky,7,Other
Jesca Hoop ,Memories Are Now,7,Other
John Prine,The Tree of Forgiveness,7,Other
Julien Baker,Turn Out the Lights,7,Other
Laura Marling,Once I Was An Eagle,7,Other
Makaya McCraven,Highly Rare,7,Other
Mark Kozelek,Mark Kozelek,7,Other
Meridian Brothers,Los Suicidas,7,Other
Moonface,Julia With Blue Jeans On,7,Other
Mount Eerie,Now Only,7,Other
Nils Frahm,Spaces,7,Other
Ondatr\xc3\xb3pica,Baile Bucanero,7,Other
Otis Brown III,The Thought of You,7,Other
Paul de Jong,IF,7,Other
Scott Walker,Bish Bosch,7,Other
Sufjan Stevens,Carrie & Lowell,7,Other
The Uncluded,Hokey Fright,7,Other
THEESatisfaction,EarthEE,7,Other
Vessel,Order of Noise,7,Other
Weird Al Yankovic,Mandatory Fun,7,Other
Whitey Morgan and the 78's,Sonic Ranch,7,Other
Anna Von Hausswolff,The Miraculous,6,Other
Brian Eno,LUX,6,Other
Co La,Moody Coup,6,Other
Jim O' Rourke,Simple Songs,6,Other
Kamasi Washington,Heaven and Earth,6,Other
Kurt Vile,B'lieve I'm Goin Down...,6,Other
Little Women,Lung,6,Other
Locrian,Return to Annihilation,6,Other
Lucinda Williams,The Ghosts of Highway 20,6,Other
Matana Roberts,Coin Coin Chapter 3: River Run Thee,6,Other
Mount Eerie,Sauna,6,Other
Panda Bear,Mr. Noah,6,Other
Park Jiha,Communion,6,Other
Scott Walker + Sunn o))),Soused,6,Other
Sharon Van Etten,Are We There,6,Other
Sleaford Mods,Divide & Exit,6,Other
Sun Kil Moon,Universal Themes,6,Other
Sunn O))) & Ulver,Terrestrials,6,Other
The Tallest Man On Earth,Dark Bird Is Home,6,Other
Thundercat,Drunk,6,Other
Thundercat,The Beyond / Where the Giants Roam,6,Other
Wreck and Reference,Want,6,Other
(Sandy) Alex G,Rocket,5,Other
Angel Olsen,Burn Your Fire For No Witness,5,Other
Avey Tare's Slasher Flicks,Enter The Slasher House,5,Other
Ben Frost,A U R O R A,5,Other
Damon Albarn,Everyday Robots,5,Other
Dawn of Midi,Dysnomia,5,Other
James McAlister / Sufjan Stevens / Nico Muhly / Bryce Dessner,Planetarium,5,Other
Michael Cera,True That,5,Other
Nick Cave and The Bad Seeds,Push The Sky Away,5,Other
Pharmakon,Bestial Burden,5,Other
Raury,All We Need,5,Other
Tim Hecker and Daniel Lopatin,Instrumental Tourist,5,Other
Beck,Morning Phase,4,Other
James Ferraro,Skid Row,4,Other
King Krule,The OOZ,4,Other
Macintosh Plus,Floral Shoppe,4,Other
Cal Chuchesta,The New CALassic,3,Other
John Frusciante,PBX Funicular Intaglio Zone,2,Other
Glasser,Interiors,NONE,Pop
Jagwar Ma,Howlin,NONE,Pop
Jenny Lewis,The Voyager,NONE,Pop
Lorde,Pure Heroine,NONE,Pop
Mazzy Star,Seasons Of Your Day,NONE,Pop
Sampha,DUAL,NONE,Pop
Ariel Pink,Pom Pom,9,Pop
FKA twigs,M3LL155X,9,Pop
Julia Holter,Have You In My Wilderness,9,Pop
Rina Sawayama,RINA,9,Pop
Alex Cameron,Forced Witness,8,Pop
Alvvays,Antisocialites,8,Pop
Ariel Pink,Dedicated to Bobby Jameson,8,Pop
Bj\xc3\xb6rk,Vulnicura,8,Pop
Carly Rae Jepsen,Emotion: Side B,8,Pop
Charli XCX,Vroom Vroom,8,Pop
Clarence Clarity,No Now,8,Pop
D'Angelo and The Vanguard,Black Messiah,8,Pop
Daft Punk,Random Access Memories,8,Pop
Everything Everything,Get to Heaven,8,Pop
FKA Twigs,LP1,8,Pop
Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,8,Pop
Frank Ocean,Endless,8,Pop
Guerilla Toss,GT Ultra,8,Pop
Janelle Mon\xc3\xa1e,Dirty Computer,8,Pop
Julia Holter,Loud City Song,8,Pop
Kali Uchis,Isolation,8,Pop
Kelela ,Take Me Apart,8,Pop
Kero Kero Bonito,Bonito Generation,8,Pop
Kirin J Callinan,Bravado,8,Pop
Kyary Pamyu Pamyu,Nandacollection,8,Pop
La Roux,Trouble In Paradise,8,Pop
Lemon Demon,Spirit Phone,8,Pop
Lianne La Havas,Blood,8,Pop
Mariam The Believer,Blood Donation,8,Pop
MGMT,Little Dark Age,8,Pop
Perfume Genius,No Shape,8,Pop
Perfume Genius,Too Bright,8,Pop
Sampha,Process,8,Pop
Sharon Jones & The Dap-Kings,Soul of a Woman,8,Pop
Smith Westerns,Soft Will,8,Pop
Solange,A Seat At The Table,8,Pop
SOPHIE,Oil of Every Pearl's Un-Insides,8,Pop
tUnE-yArDs,Nikki Nack,8,Pop
Twin Shadow,Forget,8,Pop
U.S. Girls,In a Poem Unlimited,8,Pop
Unknown Mortal Orchestra,Multi-Love,8,Pop
White Hinterland,Baby,8,Pop
Wildbirds & Peacedrums,Rhythm,8,Pop
Xenia Rubinos,Black Terry Cat,8,Pop
Xiu Xiu,Forget,8,Pop
Young Fathers,White Men Are Black Men Too,8,Pop
A Sunny Day In Glasgow,Sea When Absent,7,Pop
Adele,25,7,Pop
alt-J,This Is All Yours,7,Pop
AlunaGeorge,Body Music,7,Pop
Ander .Paak ,Malibu,7,Pop
Bat For Lashes,The Haunted Man,7,Pop
Beach House,7,7,Pop
Bj\xc3\xb6rk,Utopia,7,Pop
Candy Claws,Ceres & Calypso In The Deep Time,7,Pop
Carly Rae Jepsen,Emotion,7,Pop
Chairlift,Moth,7,Pop
Charlie XCX,Pop 2,7,Pop
Charlie XCX,Number 1 Angel,7,Pop
Childish Gambino,Awaken, My Love!,7,Pop
Corbin,Mourn,7,Pop
Daniel Caeser,Freudian,7,Pop
David Byrne ,American Utopia,7,Pop
Disclosure,Settle,7,Pop
Florence + The Machine,How Big, How Blue, How Beautiful,7,Pop
Foxygen,Hang,7,Pop
Future Islands,Singles,7,Pop
Grimes,Art Angels,7,Pop
Holy Ghost!,Dynamics,7,Pop
Ibeyi,Ash,7,Pop
Janelle Mon\xc3\xa1e,The Electric Lady,7,Pop
Kesha,Rainbow,7,Pop
Kimbra,Primal Heart,7,Pop
King Krule,6 Feet Beneath The Moon,7,Pop
Kyary Pamyu Pamyu,Pikapika Fantajin,7,Pop
Lianne La Havas,Is Your Love Big Enough?,7,Pop
Lorde,Melodrama,7,Pop
Mac DeMarco,This Old Dog,7,Pop
Mac DeMarco,Another One,7,Pop
My Brightest Diamond,This Is My Hand,7,Pop
Neon Indian,VEGA INTL. Night School,7,Pop
NIKI,Zephyr,7,Pop
Olga Bell,Tempo,7,Pop
Owen Pallett,In Conflict,7,Pop
Paramore,After Laughter,7,Pop
Santigold,99 Cents,7,Pop
Sia,1000 Forms of Fear,7,Pop
Sleigh Bells,Jessica Rabbit,7,Pop
SZA,Ctrl,7,Pop
Tame Impala,Currents,7,Pop
The Magnetic Fields,50 Song Memoir,7,Pop
The Mary Onettes,Hit The Waves,7,Pop
Toro Y Moi,What For?,7,Pop
Vampire Weekend,Modern Vampires of the City,7,Pop
Wild Beasts,Present Tense,7,Pop
ANOHNI,Hopelessness,6,Pop
Beach House,Depression Cherry,6,Pop
Belle and Sebastian,Girls In Peacetime Want To Dance,6,Pop
Blonde Redhead,Barrag\xc3\xa1n,6,Pop
Blood Orange,Freetown Sound,6,Pop
Boots,AQU\xc9\x85RIA,6,Pop
Deradoorian,The Expanding Flower Planet,6,Pop
Erykah Badu,But You Caint Use My Phone,6,Pop
Everything Everything,A Fever Dream,6,Pop
Future Islands,The Far Field,6,Pop
Gorillaz,The Now Now,6,Pop
Hot Chip,Why Make Sense?,6,Pop
iamamiwhoami,Blue,6,Pop
Jens Lekman,Life Will See You Now,6,Pop
Katy Perry,Witness,6,Pop
Lady Gaga,Joanne,6,Pop
Lady Gaga,Artpop,6,Pop
Lana Del Ray,Lust For Life,6,Pop
Little Dragon,Nabuma Rubberband,6,Pop
Lykke Li,I Never Learn,6,Pop
M\xc3\xb8,No Mythologies To Follow,6,Pop
Mac DeMarco,2,6,Pop
Miguel,Kaleidoscope Dream,6,Pop
Poppy,Poppy.Computer,6,Pop
Rhye,Woman,6,Pop
Sisu,Blood Tears,6,Pop
Teyena Taylor,K.T.S.E.,6,Pop
The xx,I See You,6,Pop
Washed Out,Paracosm,6,Pop
Young Fathers,Cocoa Sugar,6,Pop
Zola Jesus,Okovi,6,Pop
alt-J,Relaxer,5,Pop
Animal Collective,Painting With,5,Pop
Banks,The Altar,5,Pop
Banks,Goddess,5,Pop
Bat For Lashes,The Bride,5,Pop
Beach Fossils,Somersault,5,Pop
Beach House,Thank Your Lucky Stars,5,Pop
Chromeo,White Women,5,Pop
CHVRCHES,Every Open Eye,5,Pop
Coldplay,A Head Full of Dreams,5,Pop
Destroyer,ken,5,Pop
Fever Ray,Plunge,5,Pop
Gorillaz,Humanz,5,Pop
Haim,Something to Tell You,5,Pop
Hiatus Kaiyote,Choose Your Weapon,5,Pop
Jon Bellion,The Human Condition,5,Pop
Justin Timberlake,The 20/20 Experience,5,Pop
Lana Del Rey,Honeymoon,5,Pop
Local Natives,Hummingbird,5,Pop
Mac Demarco,Salad Days,5,Pop
Miguel,Wildheart,5,Pop
Morrissey,World Peace is None of Your Business,5,Pop
of Montreal,Innocence Reaches,5,Pop
Phoenix,Bankrupt!,5,Pop
Porches,Pool,5,Pop
Real Estate,In Mind,5,Pop
Shamir,Ratchet,5,Pop
Shlohmo & Jeremih,No More,5,Pop
Snoop Dogg,Bush,5,Pop
Spooky Black,Leaving,5,Pop
Temples,Sun Structures,5,Pop
The Flaming Lips,Oczy Mlody,5,Pop
The Internet,Ego Death,5,Pop
The Weeknd,Starboy,5,Pop
The Weeknd,Beauty Behind the Madness,5,Pop
The Weeknd,Kiss Land,5,Pop
Tune-Yards,I Can Feel You Creep Into My Private Life,5,Pop
Unkown Mortal Orchestra,Sex & Food,5,Pop
Wild Nothing,Life of Pause,5,Pop
The 1975,I Like It When You Sleep, for You Are So Beautiful Yet So Unaware of It,4,Pop
Arcade Fire,Everything Now,4,Pop
Coldplay,Ghost Stories,4,Pop
Cults,Static,4,Pop
Ed Sheeran,Divide,4,Pop
Jonathan Rado,Law & Order,4,Pop
Kacey Musgraves,Golden Hour,4,Pop
Panda Bear,Panda Bear Meets the Grim Reaper,4,Pop
PartyNextDoor,P3,4,Pop
Princess Nokia,A Girl Cried Red,4,Pop
Purity Ring,Another Eternity,4,Pop
Raury,Indigo Child,4,Pop
Rihanna,ANTI,4,Pop
Sam Smith,The Thrill of It All,4,Pop
Sky Ferreira,Night Time, My Time,4,Pop
SZA,Z,4,Pop
Taylor Swift,Reputation,4,Pop
Toro Y Moi,Anything In Return,4,Pop
Twenty One Pilots,Blurryface,4,Pop
Weezer,Pacific Daydream,4,Pop
Zayn,Mind of Mine,4,Pop
Charli XCX,True Romance,3,Pop
Chet Faker,Built On Glass,3,Pop
Justin Timberlake,Man of the Woods,3,Pop
M83,JUNK,3,Pop
Pharrell,G I R L,3,Pop
Real Estate,Atlas,3,Pop
STRFKR,Miracle Mile,3,Pop
Tegan and Sara,Heartthrob,3,Pop
Twin Shadow,Eclipse,3,Pop
Willow Smith,Ardipithecus,3,Pop
Blood Orange,Cupid Deluxe,2,Pop
Lana Del Rey,Ultraviolence,2,Pop
PartyNextDoor,Two,2,Pop
Miley Cyrus,Miley Cyrus and Her Dead Petz,1,Pop
Primal Scream,More Light,NONE,Rock
Sigur R\xc3\xb3s,Kveikur,NONE,Rock
The Dismemberment Plan,Uncanny Valley,NONE,Rock
Marilyn Manson,The Pale Emperor,6(66),Rock
Swans,To Be Kind,10,Rock
David Bowie,\xe2\x98\x85 (Blackstar),9,Rock
Jack White,Boarding House Reach,9,Rock
Parquet Courts,Wide Awake!,9,Rock
Queens of the Stone Age,...Like Clockwork,9,Rock
Swans,The Glowing Man,9,Rock
The Pop Group,Citizen Zombie,9,Rock
Xiu Xiu,Plays the Music of Twin Peaks,9,Rock
Alabama Shakes,Sound & Color,8,Rock
Algiers,The Underside of Power,8,Rock
Angel Olson,My Woman,8,Rock
Beach Fossils,Clash The Truth,8,Rock
Big Ups,Before A Million Universes,8,Rock
Cage The Elephant,Melophobia,8,Rock
Car Seat Headrest,Twin Fantasy (Face to Face),8,Rock
Car Seat Headrest,Teens of Denial,8,Rock
Chelsea Wolfe,Pain Is Beauty,8,Rock
Code Orange ,Forever,8,Rock
Death From Above,Outrage! Is Now,8,Rock
Future Of The Left,How To Stop Your Brain In An Accident,8,Rock
Have A Nice Life,The Unnatural World,8,Rock
Hop Along,Painted Shut,8,Rock
Jeff Rosenstock,Worry,8,Rock
Jeff Rosenstock,We Cool?,8,Rock
King Gizzard & The Lizard Wizard,Flying Microtonal Banana,8,Rock
King Gizzard & The Lizard Wizard,Nonagon Infinity,8,Rock
Kurt Vile,Wakin On A Pretty Daze,8,Rock
My Bloody Valentine,MBV,8,Rock
of Montreal,Lousy With Sylvianbriar,8,Rock
Oh Sees,Orc,8,Rock
Ought,Sun Coming Down,8,Rock
Oxbow,Thin Black Duke,8,Rock
Pile,Dripping,8,Rock
Savages,Silence Yourself,8,Rock
Screaming Females,All at Once,8,Rock
Silver Mount Zion,Fuck Off Get Free We Pour Light On Everything,8,Rock
Sleaford Mods,Key Markets,8,Rock
Swain,The Long Dark Blue,8,Rock
The Drones,Feelin' Kinda Free,8,Rock
The Drones,I See Seaweed,8,Rock
The Evens,The Odds,8,Rock
The Voidz,Virtue,8,Rock
The Wytches,Annabel Dream Reader,8,Rock
Tropical Fuckstorm,A Laughing Death in Meatspace,8,Rock
Ty Segall,Emotional Mugger,8,Rock
Weezer,Weezer (The White Album),8,Rock
Adventures,Supersonic Home,7,Rock
BADBADNOTGOOD,IV,7,Rock
Beach Slang,The Things We Do To Find People Who Feel Like Us,7,Rock
Black Lips,Satan's Graffiti or God's Art?,7,Rock
Black Mountain,IV,7,Rock
Blur,The Magic Whip,7,Rock
Brand New,Science Fiction,7,Rock
Broken Social Scene,Hug of Thunder,7,Rock
Car Seat Headrest,Teens of Style,7,Rock
Chelsea Wolfe,Unknown Rooms: A Collection of Acoustic Songs,7,Rock
Deerhoof,La Isla Bonita,7,Rock
Deerhoof ,The Magic,7,Rock
Ice Age,Beyondless,7,Rock
Iggy Pop ,Post-Pop Depression,7,Rock
Julian Casablancas + The Voidz,Tyranny,7,Rock
King Gizzard & The Lizard Wizard,Gumboot Soup,7,Rock
King Gizzard & the Lizard Wizard,Paper M\xc3\xa2ch\xc3\xa9 Dream Balloon,7,Rock
La Dispute,The Rooms of the House,7,Rock
Makthaverskan,II,7,Rock
Marching Church,Telling It Like It Is,7,Rock
Modern Baseball,Holy Ghost,7,Rock
Nine Inch Nails,Bad Witch,7,Rock
No Age,Snares Like A Haircut,7,Rock
Ought,More Than Any Other Day,7,Rock
Pissed Jeans,Why Love Now,7,Rock
Protomartyr,The Agent Intellect,7,Rock
Remo Drive,Greatest Hits,7,Rock
Roger Waters,Is This the Life We Really Want?,7,Rock
Sleaford Mods,English Tapas,7,Rock
Sleigh Bells,Jessica Rabbit,7,Rock
Spoon,Hot Thoughts,7,Rock
Spoon,They Want My Soul,7,Rock
The Black Heart Rebellion,Har Nevo,7,Rock
The Debauchees,Big Machines and Peculiar Beings,7,Rock
The Game,The Next Day,7,Rock
The National,Sleep Well Beast,7,Rock
The War On Drugs,Lost In The Dream,7,Rock
The World Is A Beautiful Place & I Am No Longer Afraid To Die,Harmlessness,7,Rock
The World Is A Beautiful Place And I Am No Longer Afraid To Die,Whenever, If Ever,7,Rock
Tony Molina,Dissed and Dismissed,7,Rock
TTNG (This Town Needs Guns),13.0.0.0.0,7,Rock
Ty Segall,Freedom's Goblin,7,Rock
Unknown Mortal Orchestra,II,7,Rock
USA Out of Vietnam,Crashing Diseases and Incurable Airplanes,7,Rock
Weezer,Everything Will Be Alright In The End,7,Rock
Woods,City Sun Eater in the River of Light,7,Rock
Xiu Xiu,Angel Guts: Red Classroom,7,Rock
Yo La Tengo,Fade,7,Rock
Yucky Duster,Duster's Lament,7,Rock
Cage the Elephant,Tell Me I'm Pretty,6,Rock
Alex G,Beach Music,6,Rock
Battles,La Di Da Di,6,Rock
Big Ups,Two Parts Together,6,Rock
Bloc Party,Hymns,6,Rock
Cloud Nothings,Here And Nowhere Else,6,Rock
Courtney Barnett,Tell Me How You Really Feel,6,Rock
Crystal Stilts,Nature Noir,6,Rock
Death From Above 1979,The Physical World,6,Rock
Deerhunter,Fading Frontier,6,Rock
Deerhunter,Monomania,6,Rock
Deftones,Koi No Yokan,6,Rock
DIIV,Is The Is Are,6,Rock
Dumbo Gets Mad,Quantum Leap,6,Rock
Foo Fighters,Concrete and Gold,6,Rock
Glassjaw,Material Control,6,Rock
Godspeed You! Black Emperor,Asunder, Sweet and Other Distress,6,Rock
Grave Babies,Holographic Violence,6,Rock
Grizzly Bear,Painted Ruins,6,Rock
Hinds,Leave Me Alone,6,Rock
Holograms,Forever,6,Rock
Joyce Manor,Never Hungover Again,6,Rock
Kayo Dot,Coffins On Io,6,Rock
King Gizzard & The Lizard Wizard,Murder of the Universe,6,Rock
Liam Gallagher,As You Were,6,Rock
Marching Church,This World Is Not Enough,6,Rock
Mogwai,Rave Tapes,6,Rock
Nine Inch Nails,Hesitation Marks,6,Rock
No Age,An Object,6,Rock
of Montreal,Aureate Gloom,6,Rock
Phosphorescent,Muchacho,6,Rock
Pile,You're Better Than This,6,Rock
Pink Floyd,The Endless River,6,Rock
Pond,Man, It Feels Like Space Again,6,Rock
Queens of the Stone Age,Villains,6,Rock
Savages,Adore Life,6,Rock
Screaming Females,Rose Mountain,6,Rock
Shellac,Dude Incredible,6,Rock
Steven Wilson,Hand. Cannot. Erase.,6,Rock
The Flaming Lips,The Terror,6,Rock
The Hotelier,Home, Like NoPlace Is There,6,Rock
The Killers,Wonderful Wonderful,6,Rock
The Libertines,Anthems For Doomed Youth,6,Rock
The World Is A Beautiful Place & I Am No Longer Afraid To Die,Always Foreign,6,Rock
The Wytches,All Your Happy Life,6,Rock
Thee Oh Sees,Mutilator Defeated At Last,6,Rock
Titus Andronicus,Local Business,6,Rock
Tomahawk,Oddfellows,6,Rock
TVOTR,Seeds,6,Rock
Ty Segall,Manipulator,6,Rock
Veronica Falls,Waiting For Something To Happen,6,Rock
Vreid,V,6,Rock
Wavves,Afraid of Heights,6,Rock
Wilco,Schmilco,6,Rock
Wilco,Star Wars,6,Rock
Zammuto,Anchor,6,Rock
Timber Timbre,Sincerely, Future Pollution,5,Rock
Courtney Barnett,Sometimes I Sit and Think, and Sometimes I Just Sit,5,Rock
A Perfect Circle,Eat the Elephant,5,Rock
Against Me!,Transgender Dysphoria Blues,5,Rock
AJJ,The Bible 2,5,Rock
Andrew Jackson Jihad,Christmas Island,5,Rock
Arcade Fire,Reflektor,5,Rock
Death Cab For Cutie,Kintsugi,5,Rock
Desaparecidos,Payola,5,Rock
Foals,What Went Down,5,Rock
Foals,Holy Fire,5,Rock
Foo Fighters,Sonic Highways,5,Rock
Goat,World Music,5,Rock
Godspeed You! Black Emperor,Luciferian Towers,5,Rock
Jack White,Lazaretto,5,Rock
King Gizzard & The Lizard Wizard / Mild High Club,Sketches of Brunswick East,5,Rock
mewithoutYOU,Pale Horses,5,Rock
Modest Mouse,Strangers To Ourselves,5,Rock
Muse,Drones,5,Rock
Preoccupations,New Material,5,Rock
Red Hot Chilli Peppers,The Getaway,5,Rock
Steven Wilson,The Raven That Refused To Sing (And Other Stories),5,Rock
The Garden,Haha,5,Rock
The Strokes,Comedown Machine,5,Rock
The War on Drugs,A Deeper Understanding,5,Rock
The Wonder Years,No Closer To Heaven,5,Rock
The World Is A Beautiful Place...,Between Bodies,5,Rock
Thee Oh Sees,Floating Coffin,5,Rock
Titus Andronicus,A Productive Cough,5,Rock
Torres,Sprinter,5,Rock
Yeah Yeah Yeahs,Mosquito,5,Rock
Beck,Colors,4,Rock
Explosions in the Sky,The Wilderness,4,Rock
FIDLAR,Too,4,Rock
Iggy And The Stooges,Ready To Die,4,Rock
Parquet Courts,Sunbathing Animal,4,Rock
Pianos Become The Teeth,Keep You,4,Rock
Pixies,Indie Cindy,4,Rock
Refused,Freedom!,4,Rock
The Black Keys,Turn Blue,4,Rock
The Men,New Moon,4,Rock
The National,Trouble Will Find Me,4,Rock
The Soft Moon,Zeros,4,Rock
Tiny Moving Parts,Swell,4,Rock
Title Fight,Hyperview,4,Rock
Titus Andronicus,The Most Lamentable Tragedy,4,Rock
Wavves,V,4,Rock
Arctic Monkeys,AM,3,Rock
Citizen,Everybody Is Going To Heaven,3,Rock
Daughter ,Not To Disappear,3,Rock
Green Day,Revolution Radio,3,Rock
AFI,Burials,2,Rock
Foxygen,...And Star Power,2,Rock
John Frusciante,Enclosure,2,Rock
Dance Gavin Dance,Instant Gratification,1,Rock
Post Malone,August 26th,whitegirlturnupmusic,
Mr. Muthafuckin / eXquire,Lost In Translation,UNKNOWN,
Small Black,New Chain,UNKNOWN,
Ravyn  Lenae,Crush,solid,
Quality Control,Control the Streets, Vol.1,really inconsistent comp, pick out the best tracks,
Lou the Human,Humaniac,PGOODMAYBEA7,
Remo Drive,Pop Music,notbad,
21 Savage and Metro Boomin,Savage Mode,NOT GOOD,
Blink-182,California,NOT GOOD,
Brain,I'm Brain,NOT GOOD,
Corey Feldman,Angelic 2 The Core,NOT GOOD,
Desiigner,New English,NOT GOOD,
Fall Out Boy,Mania,NOT GOOD,
Future,HNDRXX,NOT GOOD,
Godsmack,When Legends Rise,NOT GOOD,
Lil Peep,Come Over When You're Sober, Pt. 1,NOT GOOD,
Lil Xan,Total Xanarchy,NOT GOOD,
Linkin Park,One More Light,NOT GOOD,
Meshuggah,The Violent Sleep of Reason,NOT GOOD,
Nav,Reckless,NOT GOOD,
Post Malone,Stoney,NOT GOOD,
Skillet,Unleashed ,NOT GOOD,
The Chainsmokers,Memories... Do Not Open,NOT GOOD,
Tove Lo,Lady Wood,NOT GOOD,
Trisha Paytas,Show Time,NOT GOOD,
Wendy's,We Beefin? ,NOT GOOD,
$uicideBoy$,Eternal Grey ,none,
$uicideBoy$,Radical $uicide ,none,
2 Chainz,Pretty Girls Like Trap,none,
Actress,R.I.P.,NONE,
Alvvays,Alvvays,NONE,
Animal Collective,The Painters,none,
At The Drive-In,in\xe2\x80\xa2ter a\xe2\x80\xa2li\xe2\x80\xa2a,none,
Beach House,B-Sides and Rarities,none,
Bj\xc3\xb6rk,Biophilia,NONE,
Bleachers,Gone Now,none,
Brain Tenticles,Self-Titled ,none,
Bryson Tiller,True to Self,none,
Calvin Harris,Funk Wav Bounces Vol. 1,none,
Cashmere Cat,9,none,
Chris Stapleton,From A Room: Volume 1,none,
CHVRCHES,The Bones of What You Believe,NONE,
David Bowie,No Plan,none,
De La Soul,And The Anonymous Nobody,none,
Death Grips,Steroids (Crouching Tiger Hidden Gabber Megamix),none,
Deathspell Omega,The Synarchy of Molten Bones,none,
Deerhoof,Breakup Song,NONE,
Dinosaur Jr.,Give a Glimpse of What Yer Not,none,
DJ Khaled,Grateful,none,
EDEN,vertigo,none,
Flume ,Skin Companion II,none,
Fuzz,Fuzz,NONE,
Ghost,Popestar,none,
Gonjasufi,Callus,none,
Gucci Mane & Metro Boomin,Drop Top Wop,none,
Haim,Days Are Gone,NONE,
J.I.D,The Never Story,none,
Joji,In Tounges,none,
JPEGMAFIA x Freaky,The 2nd Amendment ,none,
Lil B,I'm Gay (I'm Happy),NONE,
Mac Miller,Macadelic,NONE,
Omar Souleyman,To Syria, With Love,none,
Paul White ft. Danny Brown,Accelerator,none,
Pile,A Hairshirt of Purpose ,none,
Playboi Carti,Playboi Carti,none,
Portugal. The Man,Woodstock,none,
Roy Woods,Waking at Dawn,none,
Sadsic,Sadsic,NONE,
Snoop Dogg,Neva Left,none,
The I.L.Y.'s,Bodyguard,none,
The Orwells,Disgracedland,NONE,
The Roots,Undun,NONE,
Thee Oh Sees,An Odd Entrance,none,
Theophilus London,Timez Are Weird These Days,NONE,
Tobacco ,Sweatbox Dynasty,none,
Toro y Moi,Boo Boo,none,
Ty Dolla $ign,The Campaign,none,
Various Artists,Cruel Summer,NONE,
Wavves,You're Welcome,none,
Freddie Gibbs,Freddie,meh,
Saba ,CARE FOR ME,meh,
Rejjie Snow,Dear Annie,lukewarm,
Gucci Mane,El Gato, The Human Glacier,it's solid,
Lady Gaga,Born This Way,he threw up,
Limp Bizkit,Gold Cobra,he just ate,
Dangermouse and Sparklehorse,Dark Night of the Soul,he discussed copyright,
Kero Kero Bonito,TOTEP,disappointing,
Lil Skies,Life of a Dark Rose,dime-a-dozen,
Deerhoof,Deerhoof vs Evil,Deerhoof won,
A Tribe Called Quest,The Low End Theory,CLASSIC,
Daivd Bowie,The Rise and Fall of Ziggy Stardust and Spiders From Mars,classic,
Dead Kennedys,Plastic Surgery Disasters,CLASSIC,
Emperor,In The Nightslide Eclipse,classic,
Frank Zappa,Hot Rats,CLASSIC,
